Merge_Col	CCd_1_readcounts.tab	CCd_2_readcounts.tab	CCd_3_readcounts.tab	CCd_4_readcounts.tab	CCd_5_readcounts.tab	CCd_6_readcounts.tab	CCd_7_readcounts.tab	CCd_8_readcounts.tab	CCt_1_readcounts.tab	CCt_2_readcounts.tab	CCt_3_readcounts.tab	CCt_4_readcounts.tab	CCt_5_readcounts.tab	CCt_6_readcounts.tab	CCt_7_readcounts.tab	CCt_8_readcounts.tab	DD_1_readcounts.tab	DD_2_readcounts.tab	DD_3_readcounts.tab	DD_4_readcounts.tab	DD_5_readcounts.tab	DSC_1_readcounts.tab	DSC_2_readcounts.tab	DSC_3_readcounts.tab	DSC_4_readcounts.tab	ECd_1_readcounts.tab	ECd_2_readcounts.tab	ECd_3_readcounts.tab	ECd_4_readcounts.tab	ECd_5_readcounts.tab	ECd_6_readcounts.tab	ECd_7_readcounts.tab	ECd_8_readcounts.tab	ECt_1_readcounts.tab	ECt_2_readcounts.tab	ECt_3_readcounts.tab	ECt_4_readcounts.tab	ECt_5_readcounts.tab	ECt_6_readcounts.tab	ECt_7_readcounts.tab	ECt_8_readcounts.tab	TT_1_readcounts.tab	TT_2_readcounts.tab	TT_3_readcounts.tab	TT_4_readcounts.tab	TT_5_readcounts.tab
AT3G18820	78	443	36	257	109	63	215	135	243	3	67	40	147	419	3	201	59	25	19	35	106	6	45	26	68	0	24	0	16	152	64	0	0	15	0	109	54	24	0	2	52	344	104	19	22	70
AT3G18827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G18830	94	6	25	0	0	1	0	0	0	0	0	59	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G18840	14	0	103	0	0	0	8	0	0	0	40	85	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G18850	1	0	0	0	1	0	0	19	0	37	0	0	0	0	0	37	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
AT3G18860	86	530	139	393	408	82	250	47	258	147	70	472	410	160	12	332	65	19	49	32	136	1	2	9	0	4	17	481	251	74	176	23	551	53	34	74	82	6	12	45	47	16	142	37	42	101
AT3G18870	104	0	0	0	166	0	0	11	0	93	9	6	0	36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT3G18880	0	6	1	11	3	8	30	1	2	1	1	1	4	32	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	4	0	0	0	0	4	0	0
AT3G18890	54	459	147	34	279	72	47	29	10	131	39	32	97	118	1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G18895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G18900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G18905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G18910	58	55	9	10	0	0	92	1	8	13	2	40	1	106	3	55	0	1	1	52	0	0	1	12	0	0	1	0	0	7	0	0	0	1	8	0	0	4	0	1	14	0	17	1	3	13
AT3G18915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G18930	29	202	15	1	72	18	0	93	19	0	83	0	268	8	0	0	5	31	0	0	41	0	6	0	30	0	0	0	0	0	0	0	0	0	5	47	0	63	130	0	13	21	0	11	1	0
AT3G18940	214	198	918	622	487	245	140	263	218	379	296	382	172	450	32	674	122	72	85	5	132	0	0	0	0	100	23	55	216	0	95	17	458	36	0	0	224	0	98	169	197	5	250	13	223	143
AT3G18950	9	0	0	1	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	44	0	0	0	0	42	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0
AT3G18952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G18957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G18960	69	99	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	99	9	0	0
AT3G18970	22	0	0	16	73	27	38	26	191	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0
AT3G18980	56	64	61	41	54	192	139	43	191	54	82	161	88	345	90	6	0	0	78	0	10	0	23	1	22	0	0	0	197	3	0	0	7	1	0	72	11	1	46	0	51	16	0	0	0	25
AT3G18990	100	332	186	220	181	91	133	159	378	253	83	139	9	262	80	97	9	3	9	3	2	2	1	2	3	9	6	7	0	0	4	13	30	8	3	0	2	4	4	2	3	5	7	4	3	0
AT3G19000	0	0	0	15	2	2	47	1	0	0	7	0	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19020	0	0	0	0	0	5	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
AT3G19030	0	0	0	1	0	0	0	0	2	0	0	0	0	7	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19040	6	178	10	16	25	1	114	22	62	0	0	147	113	52	46	42	15	10	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	31	0	0	0	4	0	0	0	11	120	0	0	0
AT3G19050	0	60	0	58	35	0	0	0	112	39	0	0	169	153	1	0	5	0	66	321	9	0	0	0	0	150	0	1	1	0	0	1	1	0	22	0	6	0	31	132	0	0	0	0	43	0
AT3G19055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19080	30	300	81	2	10	67	139	97	86	17	0	18	132	207	1	155	13	51	51	195	131	0	23	0	0	0	41	0	0	84	186	169	80	60	79	69	101	189	52	1	89	305	239	144	38	48
AT3G19085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19090	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT3G19100	54	326	166	430	16	82	178	31	725	186	138	16	371	821	65	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19120	47	388	0	136	185	33	83	28	168	11	95	39	145	32	13	95	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	7	126	0	0	78	2	0	0	46	0	24	38	12
AT3G19130	219	915	489	1052	1037	199	726	379	335	186	210	987	1092	747	199	459	140	39	1	243	29	0	0	0	0	205	6	265	0	72	30	37	0	43	127	0	42	101	55	186	86	346	200	76	74	134
AT3G19140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	317	1232	600	732	93	14	40	90	487	218	1331	2353	1004	1669	14	808	279	826	567	721	533	466	759	599	651	1628	232	287	1122
AT3G19160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	30	11	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AT3G19170	55	208	192	406	165	112	237	92	384	129	125	600	14	456	6	331	15	0	0	0	18	0	0	0	0	1	2	1	0	0	0	0	638	0	0	0	0	125	0	60	1	26	0	3	31	0
AT3G19180	10	128	76	318	1	117	168	19	97	79	29	56	0	144	1	175	2	25	0	4	5	0	20	0	0	26	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	334	83	0	2	47
AT3G19184	75	66	123	108	59	3	82	33	74	51	0	0	86	172	0	29	191	0	21	46	110	0	0	0	0	256	127	408	383	206	302	169	90	65	172	0	116	2	104	76	144	226	751	140	12	164
AT3G19190	29	0	11	10	0	24	51	29	23	42	0	87	318	120	0	0	23	1	6	0	1	0	0	0	0	36	2	0	0	237	0	0	0	52	0	0	0	0	0	0	0	0	0	25	2	0
AT3G19200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19210	21	24	0	3	108	22	1	18	133	0	0	0	0	1	0	62	0	0	34	163	145	0	0	0	0	0	0	0	2	0	77	0	0	5	0	0	5	0	1	96	24	0	103	0	40	19
AT3G19220	48	274	268	126	0	72	6	73	143	0	1	15	0	165	0	0	9	0	10	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	36	0	0	0	97	0	0	128	0	0	0
AT3G19230	50	0	3	0	0	0	51	0	0	0	0	116	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19240	104	20	143	440	0	179	214	240	716	119	0	3	5	456	19	129	282	78	21	5	0	0	0	5	63	280	147	20	4	14	0	20	12	67	29	344	1	206	269	128	102	47	196	2	101	0
AT3G19250	0	0	0	4	0	0	0	0	162	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19260	1	0	0	0	0	0	53	1	1	1	0	59	0	87	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	11	46	0	0	0	0	0	0	0	0	0	0
AT3G19290	7	73	76	2	0	17	0	109	114	0	62	70	0	264	1	27	0	3	0	1	0	0	2	0	0	0	1	0	0	0	34	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0
AT3G19300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	80	0	0	0	0	0	0	0	0	0	0
AT3G19310	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19330	0	0	0	0	0	0	116	6	4	1	0	0	5	0	0	17	39	0	0	0	0	0	0	3	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	44	0	0	0	33	0	0
AT3G19340	79	587	3	274	368	179	240	60	146	350	169	109	318	232	5	377	183	185	71	176	537	37	0	4	11	1	2	0	0	0	190	54	42	61	87	132	172	99	206	71	95	41	511	110	75	83
AT3G19350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19360	23	82	0	0	81	8	44	14	5	0	158	335	152	87	180	85	91	57	22	0	1	0	0	0	1	0	36	0	155	169	0	108	83	18	2	0	0	76	0	0	107	10	3	62	86	0
AT3G19370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	15	78	0	0	3	0	0	0	0	24	0	0	0	0	31	0	0	0	0	59	0	130	2	4	0	0
AT3G19380	0	79	25	0	0	0	1	0	0	0	0	30	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0
AT3G19390	56	0	0	24	2	126	3	104	16	71	0	0	8	55	0	54	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	55	0
AT3G19400	109	230	0	128	158	0	68	27	616	176	119	13	138	282	2	183	0	0	0	1	0	0	0	7	0	0	0	1	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	18	0
AT3G19410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19420	16	0	0	8	0	0	143	0	1	19	0	0	0	23	0	41	85	49	61	70	105	26	50	2	26	1	33	63	2	396	6	75	0	64	0	0	4	78	82	11	0	65	205	10	0	32
AT3G19430	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19440	36	0	0	92	178	0	0	25	21	9	0	13	154	81	1	140	66	59	0	0	1	0	0	0	0	0	0	0	0	177	70	0	0	0	154	0	0	0	0	0	0	22	0	14	0	0
AT3G19450	0	0	0	0	58	0	108	0	0	62	50	0	0	150	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19460	155	881	123	62	9	100	161	96	181	152	117	77	607	318	0	250	223	3	175	119	62	16	36	28	0	143	4	177	0	285	455	0	0	0	1	29	207	0	2	51	0	2	376	0	11	75
AT3G19470	4	4	44	62	28	37	1	68	13	0	71	0	80	9	46	80	0	14	72	54	37	0	1	2	0	36	0	0	0	13	0	0	0	7	0	0	0	0	0	28	0	0	15	5	58	1
AT3G19480	43	162	161	134	74	22	50	61	70	34	18	83	0	173	10	186	135	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	56	0	0	0	0	0	0	15	6	0	0	0
AT3G19490	124	806	96	599	140	122	408	177	320	97	63	160	201	344	2	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19500	8	0	0	1	0	15	0	0	2	0	0	0	0	0	0	0	4	29	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	6	0	0	0	34	0	0	0	0
AT3G19508	17	194	85	7	301	185	235	49	415	49	58	145	177	135	0	101	22	39	0	0	25	0	1	0	0	216	6	1	0	0	40	78	0	7	73	17	0	5	0	126	1	0	33	26	4	56
AT3G19510	31	463	0	45	327	32	41	9	147	139	94	142	0	109	0	224	0	18	1	0	86	0	0	2	0	72	11	0	0	149	0	0	79	20	0	0	107	0	73	0	0	26	99	9	1	0
AT3G19515	56	145	132	138	28	1	224	69	213	35	0	243	19	85	1	120	0	0	0	138	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	126	0	0	0	0	0	0	29	0	0	0
AT3G19520	101	603	283	445	145	148	274	172	662	248	118	256	194	246	339	278	69	36	32	216	164	5	0	8	32	52	46	132	581	3	176	8	911	97	33	67	51	33	118	136	262	89	129	18	121	169
AT3G19530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19540	2	80	46	0	0	18	0	0	5	1	0	0	15	249	43	7	40	59	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	103	0	0	43	0	0	227	1	0	0
AT3G19550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19553	0	0	10	1	0	0	0	0	1	0	0	0	5	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19570	1	0	3	0	0	11	1	0	5	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	152	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0
AT3G19580	0	0	577	3	3	0	10	1	2	216	0	125	269	88	12	0	1	0	36	11	74	0	0	0	0	0	2	0	0	0	0	1	0	1	0	6	0	0	0	0	0	0	129	0	0	0
AT3G19590	30	233	142	409	98	43	366	144	357	180	2	0	64	90	6	15	17	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	8	10
AT3G19595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19600	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19630	197	221	160	298	221	63	65	178	40	149	25	166	501	215	8	506	52	53	123	1	139	0	0	0	0	2	22	289	694	336	81	0	0	0	0	89	0	39	63	12	45	373	224	23	32	0
AT3G19640	85	569	129	224	193	102	307	140	822	258	79	128	206	309	82	107	140	37	275	13	195	0	0	0	1	0	5	51	0	62	0	0	0	60	0	98	5	3	74	45	90	6	8	5	61	64
AT3G19650	36	182	2	265	253	63	3	16	187	132	21	139	13	155	594	101	152	161	71	26	8	0	0	0	0	231	70	0	0	17	0	51	0	3	35	0	148	58	0	85	3	89	0	69	14	11
AT3G19660	162	994	509	318	93	219	194	118	278	247	51	80	93	607	215	164	63	4	119	118	78	0	0	0	0	0	3	0	155	214	139	281	0	1	32	19	241	75	110	0	58	29	72	27	3	2
AT3G19663	0	345	2	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19670	3	296	0	310	66	14	6	28	70	39	89	70	74	295	34	236	2	0	39	201	141	15	0	0	0	0	8	0	0	0	0	0	0	15	41	113	45	86	40	0	45	19	0	59	42	0
AT3G19680	45	160	11	14	189	55	214	37	526	204	30	67	103	268	308	27	24	81	0	0	0	0	0	1	0	1	0	221	0	0	0	0	18	0	55	153	0	100	20	0	0	0	0	44	0	0
AT3G19690	256	1770	396	474	323	178	559	232	24	422	86	0	771	1104	1	45	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19700	14	58	95	147	1	0	31	69	112	0	0	0	0	91	21	100	0	2	12	14	54	0	0	0	0	1	0	1	0	0	0	9	74	2	0	1	55	103	0	4	121	0	161	0	30	16
AT3G19710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19720	110	136	231	163	116	89	2	34	11	112	112	68	109	121	2	96	49	30	0	284	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	40	0	0	0	71	0	1	31
AT3G19740	88	126	52	225	112	210	174	97	379	221	63	283	88	362	41	45	0	0	0	0	0	35	1	14	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19760	482	1226	846	1155	526	535	703	647	1908	687	752	2176	991	723	728	802	0	0	0	0	1	89	102	52	10	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0
AT3G19770	58	293	221	161	131	52	7	55	20	14	84	26	0	219	15	1	0	22	0	1	0	0	0	0	29	0	2	0	0	0	0	0	0	0	0	70	0	0	0	15	0	0	0	0	34	0
AT3G19780	7	0	81	111	87	18	51	22	2	196	82	121	99	51	37	19	78	26	1	0	3	0	12	0	0	0	1	0	229	0	0	1	0	15	0	0	0	0	189	0	0	102	29	0	0	0
AT3G19790	88	437	156	784	380	196	348	258	835	89	30	926	273	545	183	219	3	0	0	0	0	51	4	56	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT3G19800	15	0	0	94	0	0	0	38	0	43	0	0	0	30	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19810	58	382	25	109	73	3	0	19	227	205	55	91	34	47	20	207	0	0	0	1	0	0	0	0	0	22	0	0	0	0	0	145	0	0	0	9	0	20	0	0	11	0	7	38	1	0
AT3G19820	620	2723	1081	4937	1565	1125	1661	1415	5832	870	1415	1793	989	2210	294	4717	0	0	0	7	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0
AT3G19830	59	332	144	25	4	129	2	109	322	14	88	220	57	192	0	101	29	63	7	0	2	0	1	1	15	0	31	0	0	94	20	0	175	65	5	0	0	33	0	24	106	177	0	0	0	1
AT3G19840	27	138	57	156	118	45	14	0	280	17	1	194	63	122	215	15	26	0	0	108	12	0	3	0	1	0	3	0	0	0	0	0	0	32	0	146	0	0	0	0	0	38	1	0	38	0
AT3G19850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19860	1	172	215	235	188	1	43	39	40	315	44	100	247	38	6	17	96	25	54	37	0	0	0	0	0	0	4	23	218	1	0	0	187	15	122	0	59	56	4	0	67	0	176	13	63	0
AT3G19870	48	61	3	85	166	21	56	145	125	30	52	84	143	107	0	120	44	56	0	67	8	0	0	0	0	0	0	267	7	1	0	0	0	7	0	0	0	0	0	0	0	0	22	17	9	0
AT3G19880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19895	0	0	0	104	1	32	64	20	2	10	35	75	10	94	0	1	0	0	0	6	0	0	0	1	0	0	0	46	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19900	17	377	167	17	211	21	62	53	48	103	179	102	33	178	0	26	0	0	0	0	0	0	0	7	29	0	3	44	0	0	57	0	0	0	25	0	0	0	0	0	0	0	0	0	2	0
AT3G19910	106	698	249	477	465	122	430	199	822	317	87	170	625	148	1	431	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19920	41	0	63	113	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19930	47	129	15	89	14	0	3	39	560	0	0	0	150	3	0	2009	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19950	17	189	164	145	305	379	174	62	723	0	81	4	129	140	1	108	17	40	155	3	1	0	3	0	49	0	2	1	0	4	146	0	0	0	3	0	11	44	0	2	6	90	156	0	19	10
AT3G19960	24	199	1	146	9	1	0	32	5	4	0	59	184	315	0	40	0	0	0	0	1	0	29	3	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
AT3G19970	25	412	85	466	0	154	10	95	102	170	0	40	537	219	0	0	29	0	0	2	20	0	1	0	75	34	0	0	0	18	0	0	0	0	6	0	0	22	0	0	0	6	1	0	0	1
